StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1298,17,1,0,1,10.254997995878592,11,S,Alto,N,N,N,N,1.992559805482,E
1299,15,1,1,3,7.965004697268256,13,S,Alto,N,S,N,N,2.605247445547851,C
1300,18,0,1,1,9.943345614353714,12,S,Baixo,N,N,N,N,1.7339724542334658,E
1301,15,1,0,1,13.348310610676622,28,N,Alto,S,N,N,N,1.11384878785912,E
1302,15,1,0,2,0.2553085303579472,9,N,Nenhum,S,N,N,N,1.6492502516618042,E
1303,17,1,3,2,17.431037129164956,17,N,Moderado,N,N,N,N,1.3375549802098765,E
1304,16,1,1,0,8.934790506227856,15,N,Elevado,N,N,N,N,1.9846599185571745,E
1305,16,1,1,2,6.859330394001564,4,N,Moderado,N,S,S,N,3.060881655966949,B
1306,15,1,0,1,2.764911312681142,7,S,Baixo,N,N,N,N,2.3928973584250004,D
1307,18,1,2,0,8.789307487168843,13,N,Elevado,N,N,N,N,2.0837969900967988,D
1308,16,1,2,0,9.926455425687577,4,N,Elevado,N,S,N,S,3.64573804877044,A
1309,18,0,1,3,8.072933889869557,25,N,Baixo,S,N,N,N,0.322286081625407,E
1310,16,0,3,1,13.573201876537942,27,N,Alto,N,S,N,N,1.129514334361546,E
1311,18,1,0,0,8.41793057518452,23,N,Moderado,S,N,N,N,0.6307569438666114,E
1312,17,0,0,2,19.228351556931468,7,N,Moderado,N,N,S,S,3.157229638804093,B
1313,18,1,2,3,11.985550356471837,24,N,Baixo,N,N,N,N,0.680087787496653,E
1314,17,1,2,1,16.14955871303818,25,N,Nenhum,N,N,N,N,0.7963598478866475,E
1315,17,0,0,2,2.187118062189577,5,S,Baixo,N,S,N,N,2.844039214925591,C
1316,18,1,0,0,7.945825858918114,15,S,Nenhum,N,S,N,N,1.253451854215859,E
1317,17,1,0,2,6.736954028943054,27,N,Elevado,N,N,N,N,0.534508880538856,E
1318,15,1,0,2,11.389647762731837,3,S,Alto,S,N,N,N,3.191046118219917,B
1319,17,1,2,2,17.222270401228513,11,N,Alto,N,N,S,N,2.81542127530912,C
1320,16,0,1,1,1.5667643552401334,10,N,Alto,N,N,N,N,2.1571223032650955,D
1321,18,1,0,1,1.4514959608942155,2,N,Baixo,S,N,N,N,2.7238280604010647,C
1322,15,1,0,1,17.00635416315198,11,N,Elevado,S,N,N,N,2.627693905554347,C
1323,18,1,0,1,4.257001720767148,29,S,Alto,S,S,N,N,0.9124156208354256,E
1324,16,0,0,0,13.375065088996276,4,N,Moderado,N,N,N,N,2.609623081817451,C
1325,16,1,1,2,10.857562647216104,5,S,Baixo,N,S,N,N,2.981992255406158,C
1326,16,0,3,4,16.657871897744588,18,N,Alto,N,N,N,N,1.625082773696198,E
1327,17,0,2,4,2.5017781967280706,17,N,Alto,N,S,N,N,1.3616984178594074,E
1328,17,1,0,3,2.595659314452225,15,S,Alto,N,N,N,N,1.9169618961294344,E
1329,18,1,2,2,11.13636720556615,22,N,Nenhum,N,N,N,N,1.011253194616751,E
1330,18,0,2,2,18.92757306716742,10,N,Baixo,S,S,N,N,2.3321590405051187,D
1331,15,1,2,1,8.299955167415085,4,N,Moderado,S,S,S,N,3.387938347765993,B
1332,15,0,0,2,6.538842005093899,8,N,Alto,N,S,N,N,2.384690791358408,D
1333,18,0,0,2,12.133786463957716,2,N,Nenhum,N,N,N,N,2.7808169956104924,C
1334,17,1,0,2,18.608972010900622,29,N,Moderado,N,S,N,S,0.5348357535394734,E
1335,16,1,0,2,16.738556656892474,7,N,Moderado,N,N,N,N,2.542214348782037,C
1336,18,0,0,1,19.9096722146644,5,N,Alto,N,N,N,N,3.0071290674312805,B
1337,15,0,0,1,0.4513716640475418,3,N,Moderado,S,N,N,N,2.9858098143768106,C
1338,17,0,0,3,2.2571628942552446,11,N,Moderado,N,S,N,N,1.9493060573283008,E
1339,18,0,2,0,12.18935526733244,11,N,Alto,N,N,N,N,2.1478451963634986,D
1340,18,1,0,2,16.411528786676996,24,N,Elevado,N,N,N,S,1.1757680252358405,E
1341,17,1,0,3,5.704886846135331,20,N,Baixo,S,N,N,N,1.4003632540944204,E
1342,18,1,3,2,4.784221760684375,15,N,Baixo,S,N,S,N,1.7555440233413917,E
1343,17,1,3,2,15.739515987624015,9,N,Elevado,S,N,S,N,2.900096239205548,C
1344,16,1,2,1,1.1276370770646316,21,N,Moderado,N,N,N,N,1.0334594906901564,E
1345,17,0,3,1,7.387652951651702,13,N,Alto,N,N,N,S,1.907742363387151,E
1346,17,1,1,3,10.116184451846594,12,N,Alto,N,N,N,N,1.880909289765476,E
1347,17,1,3,2,11.206973487006469,8,N,Baixo,N,S,S,N,2.614950353949793,C
1348,18,1,0,2,14.572303135855538,6,N,Alto,S,N,S,N,3.1071355935726115,B
1349,18,1,0,0,7.096914468613164,11,N,Alto,N,N,N,N,1.3864645615000095,E
1350,17,1,0,0,12.253686893492144,4,N,Moderado,N,N,N,N,2.8337600718448117,C
1351,18,0,0,4,11.707508455819127,17,N,Nenhum,N,N,S,N,1.0861513973549914,E
1352,15,0,0,1,10.952322013074944,3,N,Elevado,N,N,N,N,2.874037360035303,C
1353,15,0,1,2,12.809665862844245,1,N,Moderado,N,S,N,N,2.8956713046591838,C
1354,18,1,2,0,5.188983421361526,2,S,Alto,N,N,N,N,3.1813076022771107,B
1355,18,0,1,2,1.6929750716925795,25,N,Alto,N,N,N,N,0.4712831088434319,E
1356,17,0,0,3,2.3854334407948685,11,S,Moderado,N,N,N,N,2.2113795279733512,D
1357,16,1,2,2,4.491647653078021,2,S,Alto,S,S,N,N,3.375252255246081,B
1358,18,1,1,1,10.003958710455706,3,N,Elevado,N,S,N,N,3.203858190796927,B
1359,15,1,0,2,16.808855010920404,5,N,Moderado,N,N,S,N,3.3501791105924874,B
1360,17,0,1,2,14.025866841767682,11,N,Moderado,N,N,N,N,1.7257915297427142,E
1361,18,0,0,2,15.780812084040942,18,N,Elevado,S,N,N,N,2.2166038146961022,D
1362,15,1,0,3,7.019512478521827,9,N,Baixo,S,N,N,S,2.0046273170074884,D
1363,15,1,3,2,8.093074832971004,29,S,Nenhum,N,N,N,N,0.7157420455446748,E
1364,16,0,0,3,7.873637719812256,0,S,Elevado,N,N,S,N,3.8806400848697424,A
1365,17,0,0,2,3.8374636880900304,16,N,Alto,S,N,S,N,1.689528158418944,E
1366,17,1,2,1,1.2243331628714405,15,N,Elevado,S,S,N,S,1.7579788035014272,E
1367,16,1,2,1,11.818321856544536,8,N,Nenhum,N,N,N,N,2.136399546240388,D
1368,16,0,0,1,19.784333668411723,24,S,Baixo,N,S,N,N,0.911568270646688,E
1369,17,1,0,3,3.3365940990052567,20,S,Baixo,N,N,N,N,1.1378011102056016,E
1370,17,0,0,2,0.9336963979854752,8,S,Alto,S,N,N,S,2.34926492736688,D
1371,18,0,1,2,15.59063363647866,26,N,Alto,N,N,N,N,0.6237474365472879,E
1372,18,0,0,1,5.051720133694484,22,N,Moderado,N,N,S,N,0.3410294459251265,E
1373,16,0,0,1,16.59287610705857,8,N,Nenhum,N,N,N,N,2.223813666751698,D
1374,18,1,3,2,14.078733340690308,11,N,Alto,N,N,N,S,2.328240384630152,D
1375,15,1,1,2,18.91347074101609,22,S,Moderado,S,N,N,N,1.6230778220088506,E
1376,18,0,0,1,8.178544715133441,8,S,Baixo,S,N,N,N,2.200896321528595,D
1377,18,0,1,2,13.239396789012684,14,N,Elevado,N,S,N,N,2.5841106550638626,C
1378,15,0,1,0,9.297095616265414,1,N,Baixo,S,N,N,N,2.9965033042477023,C
1379,16,0,0,1,12.61177394617087,10,N,Alto,N,N,S,N,2.373993481435845,D
1380,15,0,0,2,8.991978120154746,10,S,Alto,S,N,N,N,2.8304044557095467,C
1381,18,1,2,1,3.7726449284814967,7,N,Moderado,S,S,N,S,2.5251155338354896,C
1382,16,1,0,4,10.157948320067618,22,N,Baixo,S,N,N,N,1.0429816505882752,E
1383,18,1,1,1,10.571684028748846,5,N,Moderado,S,N,N,S,2.661096903670216,C
1384,15,1,0,1,16.21207696520322,20,N,Alto,N,N,N,N,1.599593887728051,E
1385,15,0,0,1,14.710414115871624,19,S,Baixo,S,N,N,N,1.7994091491725042,E
1386,18,0,0,2,13.275832478828882,6,N,Alto,N,N,N,N,2.6576385566960075,C
1387,17,0,0,2,2.2677419110514507,2,N,Elevado,N,N,N,N,2.998484061883098,C
1388,17,0,0,2,14.4123258132743,7,N,Elevado,N,N,S,N,2.977408432892682,C
1389,15,0,0,0,10.006103127090295,17,N,Moderado,N,N,N,N,1.3751641369478076,E
1390,15,1,2,0,17.881990722123184,16,N,Alto,S,N,N,S,1.84886644019124,E
1391,17,0,3,2,18.39741868261085,10,N,Elevado,N,N,N,N,2.442456200129272,D
1392,17,1,2,3,1.1031318120357092,1,N,Moderado,S,N,N,N,2.8560385143532114,C
1393,18,1,2,3,16.412831207089575,24,S,Baixo,S,N,N,N,1.206150230255099,E
1394,18,1,0,0,0.7539478084534124,20,N,Baixo,S,S,N,N,0.8959029903990774,E
1395,17,1,3,2,7.343392513900453,26,N,Baixo,N,N,N,N,0.2731909291583428,E
1396,18,0,0,3,10.845999512421582,23,N,Alto,N,N,S,N,0.66750896106505,E
1397,18,1,3,1,2.962015972542549,18,N,Moderado,N,N,N,N,1.0894406041524294,E
1398,16,1,3,3,14.926276251381536,6,N,Alto,N,N,N,N,2.813211008121627,C
1399,18,1,2,1,0.1670940834427714,17,S,Alto,S,N,N,S,1.8687585897071977,E
1400,15,0,3,3,3.3719809686807367,7,N,Alto,S,S,N,N,3.0356935955108426,B
1401,18,0,1,2,11.615936597069512,13,N,Alto,N,N,N,S,2.13535680128746,D
1402,18,0,0,3,14.287751240745848,6,N,Nenhum,S,N,S,N,3.038116129209991,B
1403,17,1,0,2,18.332862053878323,27,N,Alto,N,S,N,N,0.9941294103867458,E
1404,15,1,1,1,14.109933038692477,20,N,Moderado,N,N,N,N,1.2325571657328191,E
1405,18,0,0,3,13.43558540509732,27,N,Moderado,N,S,N,N,0.8644037429995793,E
1406,18,1,1,1,7.886822927013286,26,N,Nenhum,N,N,N,N,0.1152318548488273,E
1407,16,0,3,1,0.0256885105360282,3,N,Elevado,S,N,N,N,2.934586305266487,C
1408,18,0,0,2,2.403185174712439,16,N,Elevado,S,N,N,N,2.0469388171096283,D
1409,18,1,2,2,10.691090895120784,4,N,Moderado,S,N,N,N,3.065473133634235,B
1410,16,1,3,3,13.502597716888394,11,N,Moderado,N,S,N,N,2.437026300114272,D
1411,17,1,3,1,8.34896567792925,8,N,Alto,N,S,N,N,2.427614635957672,D
1412,18,1,3,2,14.613580230567804,25,N,Baixo,N,N,N,N,0.7771509547591905,E
1413,16,0,1,2,10.437245906643575,19,S,Baixo,S,S,S,N,1.879575445166732,E
1414,15,0,3,0,1.4835239118862442,12,N,Alto,N,N,N,N,1.596574874404599,E
1415,17,0,2,1,3.8403250193589766,24,N,Baixo,N,S,N,N,0.7045952434646587,E
1416,15,0,0,1,16.799964464878858,27,N,Moderado,S,S,N,N,0.7641866973896485,E
1417,15,0,0,1,14.49825493248879,17,S,Moderado,S,N,N,N,1.503416679305313,E
1418,16,1,2,4,17.8952397402499,19,S,Moderado,S,N,N,N,1.5258378621561266,E
1419,18,0,0,2,2.351144982418732,8,N,Baixo,S,S,N,N,2.2708411075244164,D
1420,16,0,1,2,19.80445069230148,3,N,Moderado,N,N,N,N,3.402352538644452,B
1421,16,0,1,4,4.188134278998672,20,S,Moderado,N,S,N,N,1.4382049683676248,E
1422,16,1,0,1,0.2355975257328402,26,N,Moderado,N,N,S,N,0.3365712986081556,E
1423,16,1,1,3,19.94845878107108,7,N,Alto,N,N,N,N,3.1122811365205387,B
1424,17,1,2,2,5.621477708902263,0,S,Elevado,N,N,S,N,3.770694721842285,A
1425,18,1,0,3,13.360389050251198,16,N,Baixo,N,N,N,N,1.655613322522051,E
1426,15,0,0,1,3.533646283526104,24,N,Alto,S,N,N,S,1.0504696915596752,E
1427,15,0,0,3,11.604570643982834,8,S,Baixo,N,N,S,N,2.5353912836886785,C
1428,18,1,0,1,18.080699729091187,19,N,Moderado,N,N,N,S,1.3960904942452492,E
1429,15,1,3,1,6.403623348568772,12,N,Moderado,S,S,N,N,2.025416982399455,D
1430,18,0,0,2,13.405079520887185,1,N,Moderado,N,N,N,N,3.2683025478531924,B
1431,15,0,1,1,3.75807177596833,12,N,Alto,S,S,N,N,2.017218038843316,D
1432,16,1,0,2,12.495907974374504,8,N,Moderado,S,N,N,N,2.3976825794915584,D
1433,15,1,0,2,6.729007036350203,29,N,Moderado,S,N,N,N,0.2878673233291232,E
1434,18,1,2,2,4.224165171759033,19,N,Alto,N,S,S,N,1.5487102111350304,E
1435,18,1,2,1,6.263641014072703,5,S,Baixo,S,N,N,N,2.905242112307261,C
1436,18,0,0,0,3.576821370155987,27,N,Baixo,N,S,N,N,0.2489771312307257,E
1437,18,0,0,1,18.03832215675765,0,S,Nenhum,S,N,N,N,3.4184098665461984,B
1438,18,0,0,2,7.943737726342577,27,S,Baixo,N,N,N,N,0.5829208864689581,E
1439,17,1,0,1,4.905586099487347,24,N,Moderado,N,S,N,N,0.930028645913522,E
1440,17,1,1,1,8.968156820318658,4,N,Moderado,S,N,S,N,2.679085718058188,C
1441,15,0,0,1,6.410723336129911,2,S,Baixo,N,N,N,S,3.1062304249844512,B
1442,18,0,0,0,14.88838507626652,3,N,Nenhum,S,N,N,S,2.781287883700032,C
1443,15,0,0,2,19.424398237709887,0,N,Alto,N,S,S,S,4.0,A
1444,18,0,3,3,8.760673133952936,13,N,Alto,S,S,S,N,2.3327839636333105,D
1445,18,1,3,1,17.220667999444807,8,S,Elevado,S,N,N,N,3.0677183698465544,B
1446,17,0,0,2,11.31726147119239,29,N,Elevado,N,S,N,N,0.869123386308555,E
1447,17,0,2,2,3.1447133018846696,23,N,Elevado,N,S,N,S,1.5205038773800068,E
1448,16,0,0,2,13.812454841626831,3,N,Alto,S,S,S,S,3.2898231421759827,B
1449,17,0,0,2,10.268689942516405,17,S,Alto,S,N,N,N,2.1757392926719743,D
1450,16,0,2,2,13.01213046504207,13,N,Baixo,N,N,N,N,1.8524286908169372,E
1451,16,0,3,2,17.7937482514333,24,N,Alto,S,S,N,S,1.4772887703973712,E
1452,16,0,3,0,8.808691413120922,3,N,Nenhum,N,N,N,N,2.878926862568036,C
1453,16,1,1,2,18.023552464347112,24,N,Alto,N,S,S,N,1.0580507720986625,E
1454,16,1,0,2,15.013380285633096,9,N,Moderado,N,N,N,S,2.572890420104166,C
1455,15,1,2,0,9.772098517559694,2,N,Alto,S,N,S,N,3.5877355870777485,A
1456,17,1,0,1,12.064442713159274,22,N,Nenhum,S,S,N,S,1.30141801379926,E
1457,16,0,1,4,6.511622650380229,6,S,Moderado,N,S,S,N,3.2094931359032093,B
1458,18,1,0,2,19.671945994775484,9,N,Moderado,N,N,N,N,2.5372306390536963,C
1459,17,1,1,2,13.34702326100792,12,N,Baixo,S,N,N,N,1.9893957592572007,E
1460,17,0,0,3,0.8769370499325979,3,S,Moderado,N,S,S,N,3.0042333028010937,B
1461,16,0,0,2,6.532438114960176,17,N,Nenhum,S,S,N,N,1.5135167558797396,E
1462,15,1,3,2,12.46628867518115,10,N,Moderado,N,N,N,S,2.172740551700977,D
1463,16,1,0,2,1.126665555984796,24,S,Moderado,N,N,N,S,0.6416491686246723,E
1464,15,0,1,3,0.4776838263828553,3,N,Alto,N,S,N,N,2.7535902317989964,C
1465,18,1,0,2,9.000484790556051,23,N,Moderado,S,N,S,N,1.0384883524708666,E
1466,17,0,0,2,6.6538035938534,13,N,Moderado,S,S,N,N,2.255019102931137,D
1467,18,0,0,1,8.765972160663317,17,N,Elevado,N,N,N,N,1.666702257521599,E
1468,15,0,0,4,5.253866197600104,7,N,Moderado,N,N,N,N,2.499459429635027,D
1469,15,0,2,2,3.2943549388596183,26,S,Moderado,N,N,N,N,0.2782154592390721,E
1470,18,1,0,0,13.782867139606754,9,N,Moderado,S,N,N,N,2.6375942281323583,C
1471,15,0,3,3,10.29142232535601,4,N,Alto,S,S,N,S,3.0571217282122816,B
1472,18,0,1,2,4.003084224987337,22,N,Moderado,S,S,N,N,1.3619328272119078,E
1473,17,1,0,0,6.391788525199966,6,S,Moderado,S,N,S,N,3.2389317177358112,B
1474,18,0,1,2,11.83615815326652,11,S,Alto,S,S,N,N,2.573034385056746,C
1475,17,1,1,2,1.444586965449557,24,N,Nenhum,N,N,N,N,0.0,E
1476,18,1,2,3,2.949060185323591,2,S,Alto,N,S,N,S,3.143909878121016,B
1477,15,1,0,1,1.4649120821478023,25,S,Moderado,S,N,N,N,1.04646340029671,E
1478,18,0,0,3,16.246346654282377,3,N,Moderado,N,N,N,S,2.868574228220813,C
1479,15,1,2,2,15.048184664240186,9,N,Alto,N,N,N,N,2.6394472915746228,C
1480,18,1,3,0,15.06625863758514,3,N,Baixo,N,N,N,N,2.669749932596335,C
1481,18,0,2,4,14.32650686952056,14,S,Alto,N,S,S,N,2.794885282534225,C
1482,16,1,0,2,13.387708473397383,28,S,Elevado,N,N,N,S,1.1865697291923056,E
1483,15,1,2,1,9.5398383075635,9,N,Moderado,N,N,N,N,2.520175258554297,C
1484,16,1,0,2,12.8455632701423,20,N,Elevado,N,N,S,N,1.6010784880682591,E
1485,15,1,0,3,0.767231095759493,29,N,Nenhum,N,N,N,N,0.0,E
1486,16,1,0,1,12.429288453135692,21,S,Alto,N,N,S,N,1.5950547587554351,E
1487,17,0,1,1,15.557554110737543,15,S,Moderado,S,N,N,N,2.222002853095735,D
1488,18,1,0,1,10.007167207687804,14,N,Moderado,N,N,N,S,1.6150931484836668,E
1489,15,1,0,1,7.150266568544739,18,N,Baixo,S,S,N,S,1.6759194307143808,E
1490,15,0,2,2,5.548534696019583,28,N,Moderado,S,N,N,N,0.2143195035843396,E
1491,18,0,0,2,12.85604100324165,19,S,Baixo,S,N,N,N,1.5567655569083212,E
1492,15,0,0,1,13.856023972598177,18,N,Elevado,S,S,N,N,2.154199353389932,D
1493,15,1,0,1,17.41935199725085,17,N,Alto,N,S,N,N,2.0706693123979414,D
1494,16,0,3,1,6.846681649219814,25,S,Baixo,N,S,N,N,0.5672371067999946,E
1495,15,1,1,3,15.395446147711713,11,N,Baixo,S,N,N,N,2.162688107920216,D
1496,17,1,0,1,11.22711648378676,24,S,Alto,N,N,S,N,1.2912304259430896,E
1497,17,0,2,4,17.656729813561583,15,N,Moderado,N,S,S,N,2.340156389104695,D
1498,18,0,2,2,10.556242165912415,0,N,Baixo,N,N,N,N,2.923969740063049,C
1499,15,1,0,1,10.352596567959344,15,S,Moderado,S,N,S,N,2.1901466017791726,D
1500,18,0,1,3,11.557541628818182,1,N,Moderado,N,N,N,N,3.0742141920071315,B
1501,17,1,2,2,14.986307102848688,23,N,Baixo,N,N,N,N,1.009430321848957,E
1502,15,0,1,2,19.293809576569217,14,N,Alto,S,S,N,N,2.118500601923897,D
1503,15,0,0,4,1.471267084315313,6,N,Alto,S,N,N,N,2.615347947639846,C
1504,18,0,2,0,1.0686920478203432,27,N,Nenhum,N,S,S,N,0.4159305071778432,E
1505,17,1,1,0,18.75100674814677,0,S,Elevado,S,N,N,N,3.9470929642201775,A
1506,15,0,0,2,10.597512510364124,4,S,Moderado,N,S,N,N,3.0173532270832526,B
1507,18,1,0,1,12.298060291338722,9,S,Baixo,S,N,N,N,2.813786291054958,C
1508,17,1,0,1,9.648472031894578,21,N,Baixo,N,N,N,N,0.7696361214560695,E
1509,18,1,0,0,1.8731490521494896,20,S,Baixo,N,N,N,N,0.8922661351679123,E
1510,16,1,2,0,15.36178756837333,3,S,Moderado,S,S,N,N,3.666290826527483,A
1511,15,0,0,2,14.94449290177174,13,N,Baixo,N,S,N,N,1.4015482387657991,E
1512,16,1,0,1,6.23406642985624,12,N,Moderado,N,N,N,S,1.4233383361752172,E
1513,17,1,1,2,6.124784904568008,0,N,Baixo,S,N,N,S,3.149644743525513,B
1514,16,0,0,2,16.75682761811037,15,S,Alto,N,S,N,S,2.353731151756538,D
1515,16,1,3,2,1.4471451548265324,22,N,Alto,S,S,N,N,1.1613543513353255,E
1516,17,0,0,0,17.622102967131315,8,S,Moderado,N,N,N,N,2.6471959858736853,C
1517,18,1,0,2,5.1332337979182885,21,N,Alto,N,S,S,N,1.2989979848488324,E
1518,16,0,0,0,11.859694955109878,15,S,Elevado,S,N,N,N,2.6441973683601545,C
1519,18,1,0,2,18.719883580035557,18,N,Alto,N,N,N,N,1.737989618721448,E
1520,16,0,0,3,13.56245003073293,14,N,Moderado,N,N,N,N,2.0187768989965207,D
1521,18,1,2,2,8.288596249340731,25,N,Moderado,N,S,N,N,0.7177804975968944,E
1522,17,1,3,2,13.790684178108304,13,N,Alto,S,N,N,N,2.2675844008883907,D
1523,16,0,0,2,6.879592726327404,19,S,Baixo,N,N,N,N,1.2714946229661936,E
1524,17,0,1,1,5.545168326983722,9,S,Moderado,N,S,N,N,2.6216668933929705,C
1525,16,0,2,3,19.933665558693598,20,N,Moderado,N,N,N,N,1.228528505250038,E
1526,17,0,2,3,15.015804623595754,11,N,Alto,N,S,N,S,2.4953123609841468,D
1527,17,1,0,1,12.894399547636352,27,N,Alto,N,S,N,N,0.7017618078332725,E
1528,16,1,0,2,7.105792864386375,0,N,Moderado,S,S,S,N,3.8649768612963977,A
1529,16,0,0,3,0.9832165831009632,20,N,Baixo,S,N,S,N,0.684651926072042,E
1530,16,1,2,4,0.6211375207031122,16,S,Elevado,N,N,N,N,1.88585022368373,E
1531,15,0,2,2,11.083625108975976,8,S,Nenhum,N,S,N,N,2.3278327626806856,D
1532,18,0,0,2,15.240654420781022,22,N,Nenhum,S,N,S,N,0.8802328124843197,E
1533,15,1,0,1,10.7475838088771,18,N,Moderado,N,N,S,N,1.4119815069059265,E
1534,15,1,3,4,16.81570143878229,24,N,Alto,N,S,S,S,1.6625318303754022,E
1535,17,1,2,1,0.6685306618644327,17,N,Alto,S,N,N,N,1.3415984768250016,E
1536,16,1,3,2,7.335041528518802,27,N,Elevado,S,S,N,N,0.6592029163279249,E
1537,18,1,2,1,4.741407823483561,6,N,Baixo,N,N,S,N,2.153371206457846,D
1538,17,1,0,1,8.94545936314244,8,N,Moderado,N,N,S,N,2.4431029199121954,D
1539,15,1,1,2,1.4475278638824496,21,N,Baixo,N,N,N,N,0.2700885546341743,E
1540,16,0,1,4,19.08263283142145,25,N,Alto,N,N,S,N,1.316724623344178,E
1541,17,0,0,0,4.465108021387218,20,N,Moderado,S,N,N,N,0.8177142023856205,E
1542,16,0,1,2,18.44615550967169,11,N,Nenhum,N,S,N,N,2.056945969742978,D
1543,17,0,2,0,8.517863100733635,6,S,Alto,S,N,N,N,3.219333348074609,B
1544,16,0,0,1,19.71048266510436,13,S,Moderado,N,N,N,N,2.2408700600381573,D
1545,15,1,2,2,11.081167669204214,14,S,Moderado,N,S,N,N,1.9137997969013387,E
1546,18,0,1,2,18.616657283516147,14,N,Alto,N,N,S,N,2.240334376463302,D
1547,15,0,3,1,0.1069797738844569,5,N,Baixo,S,N,N,N,2.254547586191716,D
1548,18,0,0,1,14.964776123618002,20,N,Baixo,S,S,S,N,1.8913004299388907,E
1549,16,0,0,0,18.061013062050307,13,N,Baixo,N,N,S,N,2.2062263414776675,D
1550,17,0,1,1,2.794411339579081,1,S,Moderado,N,S,N,N,3.335098154642011,B
1551,15,0,0,4,1.9225170346430296,7,N,Baixo,S,S,N,N,2.4119864614713284,D
1552,18,0,2,3,8.491452143719112,12,N,Alto,N,S,N,N,2.1609785190420574,D
1553,15,1,2,1,18.673578122658704,22,N,Baixo,N,S,N,N,1.165394363121266,E
1554,18,1,0,2,10.847731203808774,5,N,Elevado,N,N,N,N,2.58350063639477,C
1555,15,0,1,3,10.549129274434645,4,S,Baixo,N,S,N,N,3.017063255946228,B
1556,18,1,1,0,2.8225223659864374,4,N,Baixo,S,S,N,S,2.5761746968185832,C
1557,18,1,0,3,0.0157902218643757,24,N,Baixo,N,N,N,N,0.2333498804715068,E
1558,16,1,3,3,16.202801814909225,0,N,Alto,S,N,N,N,3.646516388949796,A
1559,18,1,2,0,1.7514912597247645,8,S,Moderado,S,S,N,N,2.6054252316173008,C
1560,16,0,1,1,12.67699637470648,5,N,Alto,S,N,S,N,3.3669295153821057,B
1561,18,1,2,4,18.29232909030383,19,N,Alto,N,S,N,N,1.5837802579379994,E
1562,17,1,0,2,4.17303826316862,25,N,Elevado,N,N,S,N,0.7763967059483814,E
1563,17,1,3,0,13.305456724738216,29,S,Alto,N,N,S,N,0.7834866400151184,E
1564,17,0,1,1,1.5739715341501892,6,N,Nenhum,N,N,S,N,2.328311711261717,D
1565,18,0,2,2,12.07510287675226,8,N,Alto,S,N,N,N,2.718465435794503,C
1566,16,0,2,2,3.278634419064055,4,S,Elevado,S,N,N,N,3.2448822032661777,B
1567,16,0,0,2,14.71907121030356,13,S,Elevado,S,N,N,N,2.8656747490202017,C
1568,18,0,2,4,6.024625895878164,4,N,Baixo,N,N,N,N,2.326326756466653,D
1569,17,0,0,1,9.267820176092926,7,S,Alto,N,S,S,N,3.303066678642581,B
1570,17,0,0,2,11.988610840552434,6,N,Baixo,N,N,N,N,2.4892182377565297,D
1571,16,1,0,2,3.425468213324792,12,S,Baixo,S,S,S,N,2.600264186907329,C
1572,17,1,3,2,14.832756372352415,12,N,Alto,N,N,N,N,2.119171492034809,D
1573,15,1,2,1,6.052806812736291,7,N,Elevado,N,N,N,N,2.522694547891483,C
1574,16,0,2,4,13.24743719825507,10,S,Moderado,N,N,N,N,2.475854110200245,D
1575,17,0,2,3,3.165661013987473,27,S,Alto,S,N,N,N,0.782809234051424,E
1576,16,0,1,2,13.762353184127004,25,N,Nenhum,S,N,N,N,0.7664048694920337,E
1577,15,0,3,2,2.563761456209235,17,S,Nenhum,S,N,N,N,1.2836220775478306,E
1578,16,0,0,1,8.507129925399672,24,N,Moderado,S,N,N,N,0.6431459327503606,E
1579,16,1,0,2,4.944121474777536,18,S,Moderado,N,N,N,N,1.6692302172984,E
1580,16,1,0,2,14.96750498856365,5,N,Alto,N,N,N,N,3.282070050593753,B
1581,16,0,2,2,5.240700090137491,21,N,Moderado,N,S,N,N,0.7437140169647167,E
1582,15,0,2,4,17.634346127907925,1,N,Moderado,N,N,N,S,3.3250668431789085,B
1583,18,0,0,2,17.836404228132256,27,N,Moderado,S,S,N,S,1.184519764401664,E
1584,16,0,0,1,3.928826304455717,12,N,Baixo,N,N,N,N,1.6165360987452144,E
1585,16,1,2,2,12.276918900154485,22,N,Elevado,N,N,N,N,1.5830839708839028,E
1586,17,0,0,1,1.7543528343992865,24,N,Moderado,N,N,N,N,0.1842514890903642,E
1587,16,0,2,1,7.830741992032584,27,S,Moderado,N,N,N,N,0.4721810422090253,E
1588,17,0,3,1,14.266434590025446,25,N,Alto,S,S,N,N,1.2993555178087297,E
1589,18,0,0,2,13.188464936998326,10,N,Moderado,N,N,N,S,2.379628283206932,D
1590,15,1,0,2,12.49401338813216,0,N,Alto,N,N,N,N,3.5662831299671103,A
1591,15,0,2,2,5.650817273248872,23,N,Baixo,N,N,N,N,0.2783475708696343,E
1592,18,0,2,2,7.560498988688041,1,N,Baixo,N,N,N,N,2.4215468827715467,D
1593,15,1,1,2,2.058922894005724,29,N,Elevado,N,S,N,S,0.6176804235913715,E
1594,18,1,3,1,14.38045640867202,16,N,Alto,N,N,N,N,1.804726657837384,E
1595,18,1,0,3,10.077775935825471,7,N,Moderado,S,N,N,N,2.635208129638253,C
1596,18,0,1,1,14.175312646913092,1,N,Alto,N,N,N,S,3.436025388769573,B
